,Name,PDGANumber,Division,EventTour,TopEight,TopSixteen,TopThirtyTwo,AverageFinish,SilverSeriesStops,EliteSeriesStops,PDPTStops,NTStopsBeforeMCO
697,Simon Lizotte,8332,MPO,DGPT,0,12,486,32.326,0,6,0,0
698,James Proctor,34250,MPO,DGPT,0,0,13,45.24,1,5,0,0
699,Camille Skweir,57791,FPO,DGPT,0,0,0,74.531,0,1,0,0
700,Jenn Diggs,132627,FPO,DGPT,0,0,0,86.101,0,1,0,0
701,Jenny Umstead,42066,FPO,DGPT,0,0,0,56.076,0,3,0,0
702,Kristine King,27725,FPO,DGPT,0,0,0,62.891,0,2,0,0
703,Danielle Keen,102024,FPO,DGPT,0,0,0,64.403,1,2,0,0
704,Bayli Miller,79014,FPO,DGPT,0,0,0,95.917,0,1,0,0
705,Ruby Reyes,113579,FPO,DGPT,0,0,0,98.523,0,1,0,0
706,Amanda Zaccone,59547,FPO,DGPT,0,0,0,106.644,0,1,0,0
707,Laura Parker,98520,FPO,DGPT,0,0,0,110.436,0,1,0,0
708,Jenna Weiner,126470,FPO,DGPT,0,0,0,113.185,0,1,0,0
709,Jacob Courtis,56511,MPO,DGPT,0,0,0,118.835,1,1,0,0
710,Brady Och,89514,MPO,DGPT,0,0,0,122.572,0,2,0,0
711,Cody Kirkland,28198,MPO,DGPT,0,0,0,100.141,2,2,0,0
712,Mike Sale,46910,MPO,DGPT,0,0,0,83.952,1,6,0,0
713,Thomas Tomaselli,80904,MPO,DGPT,0,0,0,108.196,1,2,0,0
714,Patrick Brown,25713,MPO,DGPT,0,0,0,172.963,0,3,0,0
715,Dustin Keegan,35187,MPO,DGPT,0,0,0,89.638,1,5,0,0
716,Kenny Clark,39829,MPO,DGPT,0,0,0,152.248,1,2,0,0
717,Christopher Keseloff,91498,MPO,DGPT,0,0,0,293.012,1,1,0,0
718,Leif Swenson,32388,MPO,DGPT,0,0,0,193.106,0,2,0,0
719,Phill Diloné,70955,MPO,DGPT,0,0,0,119.346,3,7,0,0
720,David Madruga,32315,MPO,DGPT,0,0,0,349.286,0,1,0,0
721,Matt Polson,87738,MPO,DGPT,0,0,0,128.709,0,5,0,0
722,Jeff Faes,33661,MPO,DGPT,0,0,0,349.286,0,1,0,0
723,Tim Lesuer,108888,MPO,DGPT,0,0,0,213.617,1,1,0,0
724,Willem Downing,143289,MPO,DGPT,0,0,0,308.114,1,1,0,0
725,Christopher Barber,51409,MPO,DGPT,0,0,0,349.286,0,1,0,0
726,Jeffrey McCormick,116860,MPO,DGPT,0,0,0,349.286,0,1,0,0
727,Maxwell Cazanov,125114,MPO,DGPT,0,0,0,349.286,0,1,0,0
728,Cedar Morgan,75469,MPO,DGPT,0,0,0,212.391,1,2,0,0
729,Matt Neiman,42934,MPO,DGPT,0,0,0,349.286,0,1,0,0
730,Ethan Enos,81285,MPO,DGPT,0,0,0,308.114,1,1,0,0
731,Myles Harding,10466,MPO,DGPT,0,0,0,349.286,0,1,0,0
732,Chris Basuino,43371,MPO,DGPT,0,0,0,349.286,0,1,0,0
733,Chris B. Graham,68031,MPO,DGPT,0,0,0,250.567,0,2,0,0
734,Josh Sparlin,78583,MPO,DGPT,0,0,0,349.286,0,1,0,0
735,Dustin Evanger,116073,MPO,DGPT,0,0,0,349.286,0,1,0,0
736,Kyle Normand,46836,MPO,DGPT,0,0,0,349.286,0,1,0,0
737,Andrew Filimoehala,104985,MPO,DGPT,0,0,0,308.114,1,1,0,0
738,Kevin Couch,7714,MPO,DGPT,0,0,0,349.286,0,1,0,0
739,Ezra Hapner,25000,MPO,DGPT,0,0,0,349.286,0,1,0,0
740,Brian Smith,29750,MPO,DGPT,0,0,0,349.286,0,1,0,0
741,J Jones,71577,MPO,DGPT,0,0,0,349.286,0,1,0,0
742,Markham Shofner,130756,MPO,DGPT,0,0,0,349.286,0,1,0,0
743,Robert R. Bainbridge,22110,MPO,DGPT,0,0,0,349.286,0,1,0,0
744,Andrew Argandar-Valdez,82373,MPO,DGPT,0,0,0,349.286,0,1,0,0
745,Jim Oates,3351,MPO,DGPT,0,0,0,349.286,0,1,0,0
746,Jason Coultrap,23236,MPO,DGPT,0,0,0,349.286,0,1,0,0
747,Matt Shustack,37791,MPO,DGPT,0,0,0,349.286,0,1,0,0
748,Jordan Brooker,63113,MPO,DGPT,0,0,0,349.286,0,1,0,0
749,Nathan Vincent,130170,MPO,DGPT,0,0,0,308.114,1,1,0,0
750,Ryland Plummer,79253,MPO,DGPT,0,0,0,349.286,0,1,0,0
751,Jerry Goff,2431,MPO,DGPT,0,0,0,349.286,0,1,0,0
752,Ryland Sullivan,112066,MPO,DGPT,0,0,0,349.286,0,1,0,0
753,Mike Westlund,28962,MPO,DGPT,0,0,0,349.286,0,1,0,0
754,Paul Kinney,48790,MPO,DGPT,0,0,0,349.286,0,1,0,0
755,Ryan LaRue,112853,MPO,DGPT,0,0,0,349.286,0,1,0,0
756,Patrick Humphreys,89940,MPO,DGPT,0,0,0,349.286,0,1,0,0
757,Beau Cleveland,31775,MPO,DGPT,0,0,0,349.286,0,1,0,0
758,John O'Bryan,60579,MPO,DGPT,0,0,0,349.286,0,1,0,0
759,Toby Parks,25508,MPO,DGPT,0,0,0,349.286,0,1,0,0
760,Evan Boucher,142721,MPO,DGPT,0,0,0,349.286,0,1,0,0
761,Kay Powell,113322,FPO,DGPT,0,0,0,138.023,1,0,0,0
762,Brandie Myers,47798,FPO,DGPT,0,0,0,141.941,1,0,0,0
763,Ashley Shelley,112569,FPO,DGPT,0,0,0,141.941,1,0,0,0
764,Hannah Stefanovich,79777,FPO,DGPT,0,0,0,148.417,1,0,0,0
765,Jenna Johnson,96967,FPO,DGPT,0,0,0,148.417,1,0,0,0
766,Charlotte Towle,75929,FPO,DGPT,0,0,0,154.467,1,0,0,0
767,Nick Newton,47689,MPO,DGPT,0,0,0,176.499,1,0,0,0
768,Nathan Cordova,99266,MPO,DGPT,0,0,0,176.499,1,0,0,0
769,Jennifer Janssen,88658,FPO,DGPT,0,0,0,158.517,1,0,0,0
770,Cyndi Hurzeler,93859,FPO,DGPT,0,0,0,158.517,1,0,0,0
771,Lavell Payne,173859,FPO,DGPT,0,0,0,161.628,1,0,0,0
772,Vanessa Armstrong,76180,FPO,DGPT,0,0,0,164.615,1,0,0,0
773,Bobby Musick,15911,MPO,DGPT,0,0,0,232.885,1,0,0,0
774,Joshua Hatcher,115038,MPO,DGPT,0,0,0,213.617,1,1,0,0
775,Frank Martinez,56725,MPO,DGPT,0,0,0,295.082,1,0,0,0
776,Zachary Gilliam,116217,MPO,DGPT,0,0,0,295.082,1,0,0,0
777,Robert McIntee,28234,MPO,DGPT,0,0,0,589.333,1,0,0,0
778,Mike Hover,47799,MPO,DGPT,0,0,0,589.333,1,0,0,0
779,Jacob Blair,52785,MPO,DGPT,0,0,0,306.034,1,1,0,0
780,Drew Sodergren,71186,MPO,DGPT,0,0,0,601.226,1,0,0,0
781,Thomas Grigg,148486,MPO,DGPT,0,0,0,601.226,1,0,0,0
782,Anthony Pereyra,89638,MPO,DGPT,0,0,0,606.441,1,0,0,0
783,Kris Leasau,87783,MPO,DGPT,0,0,0,606.441,1,0,0,0
784,Daniel Rubalcaba,93600,MPO,DGPT,0,0,0,606.441,1,0,0,0
785,Tyler Reeves,102484,MPO,DGPT,0,0,0,606.441,1,0,0,0
786,Sergio Celis,89499,MPO,DGPT,0,0,0,606.441,1,0,0,0
787,Kyle Schaar,92047,MPO,DGPT,0,0,0,606.441,1,0,0,0
788,Dave Vincent,24099,MPO,DGPT,0,0,0,308.114,1,1,0,0
789,Dale Dennett,74959,MPO,DGPT,0,0,0,606.441,1,0,0,0
790,Eli Grijalva,89539,MPO,DGPT,0,0,0,606.441,1,0,0,0
791,Jake Brown,140954,MPO,DGPT,0,0,0,606.441,1,0,0,0
792,Spencer Ling,59438,MPO,DGPT,0,0,0,606.441,1,0,0,0
793,Chris Lindgren,19951,MPO,DGPT,0,0,0,606.441,1,0,0,0
794,Quinn Berkovatz,78621,MPO,DGPT,0,0,0,606.441,1,0,0,0
795,Julian Celis,103122,MPO,DGPT,0,0,0,606.441,1,0,0,0
796,Joseph Bruno,55052,MPO,DGPT,0,0,0,273.231,2,1,0,0
797,Willie Grenis,74735,MPO,DGPT,0,0,0,606.441,1,0,0,0
798,Trevor Smith,112536,MPO,DGPT,0,0,0,606.441,1,0,0,0
799,Brian Elliott,32234,MPO,DGPT,0,0,0,606.441,1,0,0,0
800,Tateki Noma,33099,MPO,DGPT,0,0,0,606.441,1,0,0,0
801,Gabriel Neustadt,44876,MPO,DGPT,0,0,0,606.441,1,0,0,0
802,Drake Avila,86878,MPO,DGPT,0,0,0,606.441,1,0,0,0
803,William Marion,79672,MPO,DGPT,0,0,0,606.441,1,0,0,0
804,Anthony King,105736,MPO,DGPT,0,0,0,606.441,1,0,0,0
805,Braeden Moore,108289,MPO,DGPT,0,0,0,606.441,1,0,0,0
806,J.T. Smith,62638,MPO,DGPT,0,0,0,606.441,1,0,0,0
807,D.J. Cookson,89816,MPO,DGPT,0,0,0,606.441,1,0,0,0
808,Michael Lust,27228,MPO,DGPT,0,0,0,606.441,1,0,0,0
809,Chase Chambo Chamberlain,102633,MPO,DGPT,0,0,0,606.441,1,0,0,0
810,Andrew Sharp,115869,MPO,DGPT,0,0,0,606.441,1,0,0,0
811,Jimmy Towey,77432,MPO,DGPT,0,0,0,606.441,1,0,0,0
812,Dustin Johnson,101534,MPO,DGPT,0,0,0,606.441,1,0,0,0
813,Vince Rizzo,61989,MPO,DGPT,0,0,0,606.441,1,0,0,0
814,Alex Gerlock,114367,MPO,DGPT,0,0,0,606.441,1,0,0,0
815,Jonathan Bo-O,104828,MPO,DGPT,0,0,0,606.441,1,0,0,0
816,Chris Mazur,126424,MPO,DGPT,0,0,0,606.441,1,0,0,0
817,John Siglock,102027,MPO,DGPT,0,0,0,606.441,1,0,0,0
818,Delaney Cole,62986,MPO,DGPT,0,0,0,606.441,1,0,0,0
819,Josh Kirkendall,68085,MPO,DGPT,0,0,0,606.441,1,0,0,0
820,Mario Figueroa,68597,MPO,DGPT,0,0,0,606.441,1,0,0,0
821,Michael Lopez,170879,MPO,DGPT,0,0,0,606.441,1,0,0,0
822,Matt Jankowski,36888,MPO,DGPT,0,0,0,606.441,1,0,0,0
823,Armando Villanueva,95295,MPO,DGPT,0,0,0,606.441,1,0,0,0
824,Max Nichols,21870,MPO,DGPT,0,0,0,308.114,1,1,0,0
825,Macie Walker,104187,FPO,DGPT,0,0,420,33.124,0,3,0,0
826,Miles Seaborn,29264,MPO,DGPT,0,0,0,79.239,0,2,0,0
827,Christina Linthicum,50045,FPO,DGPT,0,0,0,48.666,0,2,0,0
828,Christine Jennings,88568,FPO,DGPT,0,0,137,34.59,1,4,0,0
829,Emily Beach,61144,FPO,DGPT,0,0,0,83.975,0,1,0,0
830,Nova Six Four Politte,74995,FPO,DGPT,0,0,0,57.148,0,2,0,0
831,Lori Merriman,35616,FPO,DGPT,0,0,0,57.235,0,3,0,0
832,Sara Sinclair,41012,FPO,DGPT,0,0,0,69.07,0,2,0,0
833,Garry Patton,49643,MPO,DGPT,0,0,0,104.943,1,4,0,0
834,Gannon Buhr,75412,MPO,DGPT,0,11,951,26.601,1,7,0,0
835,Cortney Cooper,107392,FPO,DGPT,0,0,0,103.179,0,1,0,0
836,Esther Schultz,79049,FPO,DGPT,0,0,0,48.666,0,3,0,0
837,Jacob Cutshall,58026,MPO,DGPT,0,0,0,115.195,0,2,0,0
838,David Feldberg,12626,MPO,DGPT,0,0,0,158.273,0,3,0,0
839,Brandon Brown,87673,MPO,DGPT,0,0,0,217.105,0,2,0,0
840,Bartosz Kowalewski,68737,MPO,DGPT,0,0,0,151.788,1,4,0,0
841,Blake Waldron,100981,MPO,DGPT,0,0,0,349.286,0,1,0,0
842,Josh Coghill,63364,MPO,DGPT,0,0,0,250.567,0,2,0,0
843,E. Lucas Pierce,123319,MPO,DGPT,0,0,0,349.286,0,1,0,0
844,Adam Stanton,90872,MPO,DGPT,0,0,0,349.286,0,1,0,0
845,Nathanael Cole,86361,MPO,DGPT,0,0,0,349.286,0,1,0,0
846,Kevin McGregor,88843,MPO,DGPT,0,0,0,349.286,0,1,0,0
847,Jeremiah Van Til,52376,MPO,DGPT,0,0,0,349.286,0,1,0,0
848,Micah Funderburgh,65144,MPO,DGPT,0,0,0,349.286,0,1,0,0
849,Blake Thomas,68979,MPO,DGPT,0,0,0,250.567,0,2,0,0
850,James Kulinski,79476,MPO,DGPT,0,0,0,289.187,1,1,0,0
851,Jordan Davidson,44454,MPO,DGPT,0,0,0,349.286,0,1,0,0
852,Carter Mayo,81449,MPO,DGPT,0,0,0,349.286,0,1,0,0
853,Matt Vassil,112603,MPO,DGPT,0,0,0,349.286,0,1,0,0
854,Tracy Colburn,102450,MPO,DGPT,0,0,0,349.286,0,1,0,0
855,Stephanie Vincent,29947,FPO,DGPT,0,0,0,43.79,0,2,0,0
856,Matthew Orum,18330,MPO,DGPT,0,179,868,23.698,1,6,0,0
857,Lydia Lyons,58968,FPO,DGPT,0,0,1000,26.722,1,7,0,0
858,Chelsea Harden,63377,FPO,DGPT,0,0,0,90.153,0,1,0,0
859,Cameron Colglazier,47407,MPO,DGPT,0,0,0,142.577,0,2,0,0
860,Gavin Ossenkop,60331,MPO,DGPT,0,0,0,134.776,0,2,0,0
861,Jamie Kiep,68815,MPO,DGPT,0,0,0,292.009,0,1,0,0
862,DeVan Owens,25168,MPO,DGPT,0,0,0,349.286,0,1,0,0
863,Travis Powell,14055,MPO,DGPT,0,0,0,349.286,0,1,0,0
864,Isaac Heinen,44919,MPO,DGPT,0,0,0,349.286,0,1,0,0
865,Brandon Cawthorne,60069,MPO,DGPT,0,0,0,250.567,0,2,0,0
866,Kevin Kiefer III,97115,MPO,DGPT,0,0,0,349.286,0,1,0,0
867,Paul Oman,34344,MPO,DGPT,0,0,0,67.051,0,7,0,0
868,Jay Yeti Reading,15864,MPO,DGPT,0,0,0,349.286,0,1,0,0
869,J.D. Ramirez,19857,MPO,DGPT,0,0,0,349.286,0,1,0,0
870,Shasta Criss,28597,MPO,DGPT,0,0,0,169.321,0,5,0,0
871,Joshua Patin,56037,MPO,DGPT,0,0,0,349.286,0,1,0,0
872,Ryan Davie,54687,MPO,DGPT,0,0,0,216.732,0,3,0,0
873,Trent Hadaway,58058,MPO,DGPT,0,0,0,349.286,0,1,0,0
874,Addison Collins,54624,MPO,DGPT,0,0,0,349.286,0,1,0,0
875,Robert McCall,42261,MPO,DGPT,0,0,0,349.286,0,1,0,0
876,Joshua Winn,79641,MPO,DGPT,0,0,0,349.286,0,1,0,0
877,Mike Conlee,41267,MPO,DGPT,0,0,0,155.606,1,2,0,0
878,Seppo Kuikka,28837,MP60,PDPT,1000,1000,1000,1.0,0,0,1,0
879,Patrik Ekström,36612,MP50,PDPT,1000,1000,1000,1.0,0,0,1,0
880,Tapani Aulu,44389,MP40,PDPT,1000,1000,1000,1.0,0,0,1,0
881,Väinö Mäkelä,59635,MPO,PDPT,1000,1000,1000,1.0,0,0,1,0
882,Eveliina Salonen,64927,FPO,PDPT,1000,1000,1000,1.0,0,0,1,0
883,Nina Rajala,103017,FP40,PDPT,1000,1000,1000,1.0,0,0,1,0
884,Jari Väyrynen,8954,MP60,PDPT,1000,1000,1000,2.0,0,0,1,0
885,Ville Piippo,27555,MP40,PDPT,1000,1000,1000,2.0,0,0,1,0
886,Susanna Virtanen,43805,FP40,PDPT,1000,1000,1000,2.0,0,0,1,0
887,Henna Blomroos,59227,FPO,PDPT,1000,1000,1000,2.0,0,0,1,0
888,Juha Pohjalainen,64036,MP50,PDPT,1000,1000,1000,2.0,0,0,1,0
889,Mikke Haaranen,65555,MP50,PDPT,1000,1000,1000,2.0,0,0,1,0
890,Lauri Lehtinen,82297,MPO,PDPT,1000,1000,1000,2.0,0,0,1,0
891,Heidi Laine,66599,FPO,PDPT,1000,1000,1000,3.0,0,0,1,0
892,Joonas Aalto,71551,MPO,PDPT,1000,1000,1000,3.0,0,0,1,0
893,Annemari Lumppio,73818,FP40,PDPT,1000,1000,1000,3.0,0,0,1,0
894,Pasi Vuoristo,80771,MP40,PDPT,1000,1000,1000,3.0,0,0,1,0
895,Justine Bitka,95988,FPO,PDPT,1000,1000,1000,3.0,0,0,1,0
896,Jouni Leskinen,8790,MP50,PDPT,1000,1000,1000,4.0,0,0,1,0
897,Juhani Vainio,30752,MP40,PDPT,1000,1000,1000,4.0,0,0,1,0
898,Anna-Riitta Savolainen,55162,FP40,PDPT,1000,1000,1000,4.0,0,0,1,0
899,Timo Katajanheimo,61132,MP40,PDPT,1000,1000,1000,4.0,0,0,1,0
900,Kristian Kuoksa,107078,MPO,PDPT,1000,1000,1000,4.0,0,0,1,0
901,Ville Ahokas,53538,MPO,PDPT,1000,1000,1000,5.0,0,0,1,0
902,Marko Rauha,58384,MP50,PDPT,1000,1000,1000,5.0,0,0,1,0
903,Jenna Hirsimäki,70558,FPO,PDPT,1000,1000,1000,5.0,0,0,1,0
904,Kristiina Sylman,73830,FP40,PDPT,1000,1000,1000,5.0,0,0,1,0
905,Ari Penttala,8366,MP40,PDPT,1000,1000,1000,6.0,0,0,1,0
906,Jani Winterhalter,47791,MP40,PDPT,1000,1000,1000,6.0,0,0,1,0
907,Heikki Savolainen,52978,MP50,PDPT,1000,1000,1000,6.0,0,0,1,0
908,Jenni Eskelinen,57526,FPO,PDPT,1000,1000,1000,6.0,0,0,1,0
909,Joonatan Häme,64890,MPO,PDPT,1000,1000,1000,6.0,0,0,1,0
910,Peter Seeck,81830,MP50,PDPT,1000,1000,1000,6.0,0,0,1,0
911,Maija Laitinen,84600,FPO,PDPT,1000,1000,1000,6.0,0,0,1,0
912,Riikka Salmen,85244,FP40,PDPT,1000,1000,1000,6.0,0,0,1,0
913,Niklas Anttila,91249,MPO,PDPT,1000,1000,1000,6.0,0,0,1,0
914,Erkka Leivo,55187,MP40,PDPT,1000,1000,1000,8.0,0,0,1,0
915,Tuomas Autio,71845,MPO,PDPT,1000,1000,1000,8.0,0,0,1,0
916,Harri Lähdesmäki,94983,MP40,PDPT,1000,1000,1000,8.0,0,0,1,0
917,Simo Rantala,110461,MP50,PDPT,1000,1000,1000,8.0,0,0,1,0
918,Olivia Kindstedt,115503,FPO,PDPT,1000,1000,1000,8.0,0,0,1,0
919,Kari Vesala,28830,MP50,PDPT,0,1000,1000,9.0,0,0,1,0
920,Joonas Kuitunen,30941,MPO,PDPT,0,1000,1000,9.0,0,0,1,0
921,Tinja Väisänen,70172,FPO,PDPT,0,1000,1000,9.0,0,0,1,0
922,Tuomas Kaukomaa,58190,MP40,PDPT,0,1000,1000,10.0,0,0,1,0
923,Jesse Nieminen,58923,MPO,PDPT,0,1000,1000,10.0,0,0,1,0
924,Joona Heinänen,58926,MPO,PDPT,0,1000,1000,10.0,0,0,1,0
925,Anni Mäkelä,83540,FPO,PDPT,0,1000,1000,10.0,0,0,1,0
926,Kalle Ojala,91946,MPO,PDPT,0,1000,1000,10.0,0,0,1,0
927,Jani Korsoff,97560,MP50,PDPT,0,1000,1000,10.0,0,0,1,0
928,Kalle Kärki,29780,MP50,PDPT,0,1000,1000,11.0,0,0,1,0
929,Marko Hämäläinen,52899,MP40,PDPT,0,1000,1000,11.0,0,0,1,0
930,Anna-Sofia Haipus,84782,FPO,PDPT,0,1000,1000,11.0,0,0,1,0
931,Teemu Malmelin,39681,MP40,PDPT,0,1000,1000,12.0,0,0,1,0
932,Jori Löytynoja,52136,MP50,PDPT,0,1000,1000,12.0,0,0,1,0
933,Jari Madekivi,52482,MP40,PDPT,0,1000,1000,12.0,0,0,1,0
934,Janne Louhi,106124,MP50,PDPT,0,1000,1000,12.0,0,0,1,0
935,Kia Snellman,124037,FPO,PDPT,0,1000,1000,12.0,0,0,1,0
936,Seppo Paju,36744,MPO,PDPT,0,1000,1000,13.0,0,0,1,0
937,Mirabella Meltaus,114795,FPO,PDPT,0,1000,1000,13.0,0,0,1,0
938,Kimmo Lehtonen,59241,MP40,PDPT,0,1000,1000,14.0,0,0,1,0
939,Tomi Oravainen,77795,MP50,PDPT,0,1000,1000,14.0,0,0,1,0
940,Samuel Hänninen,87964,MPO,PDPT,0,1000,1000,14.0,0,0,1,0
941,Sonja Laine,96090,FPO,PDPT,0,1000,1000,14.0,0,0,1,0
942,Sauli Kuortti,18100,MP50,PDPT,0,1000,1000,15.0,0,0,1,0
943,Kalle Lehto,52035,MP40,PDPT,0,1000,1000,15.0,0,0,1,0
944,Mikael Häme,64889,MPO,PDPT,0,1000,1000,15.0,0,0,1,0
945,Niko Kempas,65571,MP40,PDPT,0,1000,1000,15.0,0,0,1,0
946,Markku Autio,71846,MP50,PDPT,0,1000,1000,15.0,0,0,1,0
947,Jasper Heino,57280,MPO,PDPT,0,1000,1000,16.0,0,0,1,0
948,Samuel Stenman,74978,MPO,PDPT,0,1000,1000,16.0,0,0,1,0
949,Antti Mertanen,80860,MPO,PDPT,0,1000,1000,16.0,0,0,1,0
950,Pasi Pyykönen,65559,MP50,PDPT,0,0,1000,17.0,0,0,1,0
951,Ville Viitanen,65564,MP40,PDPT,0,0,1000,17.0,0,0,1,0
952,Tommi Nyberg,70544,MP40,PDPT,0,0,1000,17.0,0,0,1,0
953,Tero ketonen,93300,MP40,PDPT,0,0,1000,17.0,0,0,1,0
954,Rami Silainen,97090,MP40,PDPT,0,0,1000,17.0,0,0,1,0
955,Petri Kotilainen,65710,MP50,PDPT,0,0,1000,18.0,0,0,1,0
956,Janne Sandholm,76798,MP50,PDPT,0,0,1000,18.0,0,0,1,0
957,Janne Hirsimäki,47516,MPO,PDPT,0,0,1000,19.0,0,0,1,0
958,Severi Saviniemi,80974,MPO,PDPT,0,0,1000,19.0,0,0,1,0
959,Mikko Putaja,55284,MP50,PDPT,0,0,1000,20.0,0,0,1,0
960,Markus Lindewald,17315,MP40,PDPT,0,0,1000,21.0,0,0,1,0
961,Luukas Rokkanen,64917,MPO,PDPT,0,0,1000,21.0,0,0,1,0
962,Jukka Jokela,85327,MP50,PDPT,0,0,1000,21.0,0,0,1,0
963,Teemu Kaarela,86018,MPO,PDPT,0,0,1000,21.0,0,0,1,0
964,Teemu Lampainen,107567,MPO,PDPT,0,0,1000,21.0,0,0,1,0
965,Mikko Kaakinen,28826,MP40,PDPT,0,0,1000,22.0,0,0,1,0
966,Jani Lindström,70712,MP40,PDPT,0,0,1000,22.0,0,0,1,0
967,Ilmari Tapio,88396,MP50,PDPT,0,0,1000,22.0,0,0,1,0
968,Jyrki Riihinen,103485,MP40,PDPT,0,0,1000,24.0,0,0,1,0
969,Elias Luukkonen,106059,MPO,PDPT,0,0,1000,24.0,0,0,1,0
970,Kalle Savonen,8369,MP40,PDPT,0,0,1000,25.0,0,0,1,0
971,Niko Rättyä,52488,MPO,PDPT,0,0,1000,25.0,0,0,1,0
972,Niko Leskinen,67535,MPO,PDPT,0,0,1000,26.0,0,0,1,0
973,Mika Koljonen,72975,MP40,PDPT,0,0,1000,26.0,0,0,1,0
974,Leo Piironen,36099,MPO,PDPT,0,0,1000,27.0,0,0,1,0
975,Mikko Ahjoniemi,63302,MPO,PDPT,0,0,1000,27.0,0,0,1,0
976,Mikael Räsänen,73312,MPO,PDPT,0,0,1000,27.0,0,0,1,0
977,Mikko Kivioja,74122,MP40,PDPT,0,0,1000,27.0,0,0,1,0
978,Leevi Isotalo,116000,MPO,PDPT,0,0,1000,27.0,0,0,1,0
979,Ville-Pekka Salminen,83625,MP40,PDPT,0,0,1000,28.0,0,0,1,0
980,Janne Lindberg,26422,MP40,PDPT,0,0,1000,29.0,0,0,1,0
981,Tuomo Tanskanen,44707,MP40,PDPT,0,0,1000,30.0,0,0,1,0
982,Riku Vink,64853,MPO,PDPT,0,0,1000,31.0,0,0,1,0
983,Tuomas Hyytiäinen,65715,MPO,PDPT,0,0,1000,31.0,0,0,1,0
984,Oskari Vikström,74130,MPO,PDPT,0,0,1000,31.0,0,0,1,0
985,Saku Poikonen,75759,MPO,PDPT,0,0,1000,31.0,0,0,1,0
986,Daniel Davidsson,76456,MPO,PDPT,0,0,1000,31.0,0,0,1,0
987,Juho Parviainen,30858,MPO,PDPT,0,0,1000,31.0,0,0,1,0
988,Jani Kleemola,55164,MPO,PDPT,0,0,1000,31.0,0,0,1,0
989,Topias Jokinen,81340,MPO,PDPT,0,0,1000,31.0,0,0,1,0
990,Lenni Kemppainen,96736,MPO,PDPT,0,0,1000,31.0,0,0,1,0
991,Niko Puumalainen,109440,MPO,PDPT,0,0,1000,31.0,0,0,1,0
992,Otto Karpio,72898,MPO,PDPT,0,0,1000,31.0,0,0,1,0
993,Jere Kukkurainen,80454,MPO,PDPT,0,0,1000,31.0,0,0,1,0
994,Jaakko Ikonen,82030,MPO,PDPT,0,0,1000,31.0,0,0,1,0
995,Kasper Kivi,129439,MPO,PDPT,0,0,1000,31.0,0,0,1,0
996,Tomi Kleemola,52487,MPO,PDPT,0,0,1000,31.0,0,0,1,0
997,Otto Lehtonen,77462,MPO,PDPT,0,0,1000,31.0,0,0,1,0
998,Otto Mäkinen,159317,MPO,PDPT,0,0,1000,31.0,0,0,1,0
999,Johannes Uotila,81533,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1000,Raimo Sokka,63343,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1001,Jooa Saari,79887,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1002,Jaakko Kankare,137362,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1003,Veeti Väätänen,95319,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1004,Ismo Sutela,78711,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1005,Erno Lampinen,48903,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1006,Aleksi Lohtander,65340,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1007,Toni-Mikael Syrjänen,52973,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1008,Viljami Männikkö,52974,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1009,Ville Koutonen,61137,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1010,Kasperi Peräkylä,74323,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1011,Mikko Raitio,87975,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1012,Hermanni Heikkurinen,71232,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1013,Lauri Tyllinen,93961,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1014,Aapo Karhi,82562,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1015,Raul Mononen,84788,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1016,Jaani Länsiö,28833,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1017,Pekka Hyvönen,107079,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1018,Roni Patterson,173738,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1019,Riku Johansson,71226,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1020,Antti Kotilainen,64033,MPO,PDPT,0,0,1000,31.0,0,0,1,0
1021,Juliana Korver,7438,FPO,NT,0,0,998,30.328,0,0,0,1
1022,Kristine King,27725,FPO,NT,0,0,0,37.013,0,0,0,1
1023,Lindsay Fish,32925,FPO,NT,0,0,0,61.74,0,0,0,1
1024,Zoe AnDyke,39504,FPO,NT,0,0,0,57.629,0,0,0,1
1025,Nicole Bradley,51229,FPO,NT,0,0,0,55.486,0,0,0,1
1026,Camille Skweir,57791,FPO,NT,0,0,0,52.584,0,0,0,1
1027,Madison Walker,59431,FPO,NT,0,0,1000,24.411,0,0,0,2
